index,date,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old,target
3129,2014-06-20,4,4.5,3850,13551,2.0,0,2,3,10,3000,850,1998,0,200.5522,4.897000000000006,3480,10737,1000.0
3130,2014-06-20,5,3.0,2630,3149,2.0,0,0,3,8,1670,960,2013,0,200.5065,4.8289999999999935,2240,4825,425.0
3131,2014-06-20,4,2.5,2970,4400,2.0,0,0,3,8,2970,0,2014,0,200.705,4.88600000000001,3010,4892,780.95
3132,2014-06-20,4,2.25,2170,9665,1.0,0,0,4,8,1300,870,1976,0,200.5444,4.834999999999994,2170,12054,493.8
3133,2014-06-20,3,2.25,2060,9552,1.0,0,0,4,9,1610,450,1975,0,200.5402,4.768999999999991,2930,11212,890.0
3134,2014-06-20,5,2.25,2290,7420,1.0,0,0,3,7,1290,1000,1973,0,200.4375,4.834000000000003,1660,7526,364.9
3135,2014-06-20,3,2.25,1790,10209,1.0,0,0,3,7,1290,500,1967,0,200.7492,4.9140000000000015,1840,9900,430.0
3136,2014-06-20,7,3.5,4640,15235,2.0,0,1,3,11,2860,1780,1965,2003,200.5666,4.768999999999991,3230,20697,1955.0
3137,2014-06-20,3,3.0,4910,43560,2.0,0,0,4,10,4000,910,1989,0,200.5911,4.869,3540,12288,1085.0
3138,2014-06-20,3,1.75,1880,11249,1.0,0,0,3,7,1330,550,1985,0,200.3295,4.742999999999995,1870,14547,345.0
3139,2014-06-20,4,3.0,1630,7626,1.0,0,0,5,7,1110,520,1990,0,200.7168,4.692000000000006,1630,8082,487.5
3140,2014-06-20,4,2.5,2510,6853,2.0,0,2,3,9,2510,0,2006,0,200.3547,4.997000000000014,3400,6965,453.0
3141,2014-06-20,3,1.5,1860,60960,1.0,0,0,4,7,1140,720,1967,0,200.3796,4.897999999999996,2170,82764,296.0
3142,2014-06-20,4,2.5,2040,21781,2.0,0,0,3,8,2040,0,1994,0,200.6458,5.0960000000000045,2410,21781,448.5
3143,2014-06-20,4,2.5,1960,11600,1.0,0,0,5,6,980,980,1931,0,200.2898,4.7779999999999925,1160,7685,220.0
3144,2014-06-20,4,1.75,2670,189486,2.0,0,4,3,8,2670,0,1972,0,200.2585,4.938999999999994,2190,218610,405.0
3145,2014-06-20,3,2.5,1870,5013,2.0,0,0,3,8,1870,0,2003,0,200.7552,4.778999999999996,2040,5555,463.0
3146,2014-06-20,3,3.5,1890,1710,2.0,0,0,3,8,1640,250,1999,0,200.6592,4.6510000000000105,1680,1562,592.206
3147,2014-06-20,3,1.5,1700,14133,1.0,0,1,4,8,1700,0,1954,0,200.6166,4.780000000000001,2630,17376,984.0
3148,2014-06-20,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,1979,0,200.7319,4.7760000000000105,1710,8152,446.0
3149,2014-06-20,5,2.75,3260,11700,1.0,0,0,3,8,1630,1630,1964,0,200.6169,4.896000000000001,2860,11700,686.5
3150,2014-06-20,3,3.5,3690,8837,2.0,0,0,3,10,3690,0,2001,0,200.5402,5.123999999999995,3690,9585,730.0
3151,2014-06-20,3,1.0,960,7314,1.0,0,0,5,6,960,0,1960,0,200.2891,4.778999999999996,990,7314,210.0
3152,2014-06-20,4,2.25,2870,5453,2.0,0,1,4,8,2220,650,1926,0,200.5129,4.612000000000009,1660,4800,670.9
3153,2014-06-20,3,1.0,1460,10000,1.5,0,0,3,7,1460,0,2002,0,200.6214,4.937000000000012,1910,10000,410.0
3154,2014-06-20,3,2.5,2570,4600,2.0,0,0,3,8,2570,0,2014,0,200.2582,4.804000000000002,2570,5000,344.99
3155,2014-06-20,3,2.5,1820,8085,2.0,0,0,3,7,1820,0,1983,0,200.4575,4.7960000000000065,1860,8625,334.95
3156,2014-06-20,4,3.25,3940,27591,2.0,0,3,3,9,3440,500,2000,0,200.5157,4.884,3420,29170,730.0
3157,2014-06-20,3,1.0,1150,7156,1.0,0,0,4,6,1150,0,1953,0,200.4864,4.682999999999994,1210,7156,208.0
3158,2014-06-20,3,2.25,1940,11612,1.0,0,0,4,8,1100,840,1981,0,200.5018,4.769999999999996,2180,8954,364.95
3159,2014-06-20,1,0.75,380,15000,1.0,0,0,3,5,380,0,1963,0,200.481,4.677000000000007,1170,15000,250.0
3160,2014-06-20,4,2.5,1890,12236,1.0,0,0,3,7,1230,660,1978,0,200.4491,5.219999999999999,1390,11360,383.0
3161,2014-06-20,4,2.25,2420,7927,1.0,0,0,4,7,1400,1020,1973,0,200.7583,4.657000000000012,2120,7693,405.0
3162,2014-06-20,4,2.5,3290,6628,2.0,0,0,3,9,3290,0,2003,0,200.5994,5.025000000000006,3240,5831,720.0
3163,2014-06-20,3,2.25,1470,4653,2.0,0,0,4,7,1470,0,1985,0,200.5667,4.9820000000000135,1560,4119,460.0
3164,2014-06-20,3,2.5,1850,7777,2.0,0,0,5,8,1850,0,1989,0,200.6908,4.831000000000003,1850,8482,628.0
3165,2014-06-20,4,3.5,2970,14486,2.0,0,0,3,9,2340,630,1997,0,200.5627,4.784999999999997,3680,14486,910.0
3166,2014-06-20,4,2.0,2120,11479,1.0,0,0,4,7,1060,1060,1940,0,200.7084,4.697000000000003,1540,11000,494.0
3167,2014-06-20,3,1.0,1300,8160,1.0,0,0,4,7,1300,0,1960,0,200.511,4.827999999999988,1290,8970,242.0
3168,2014-06-20,5,3.25,3240,6551,1.5,0,4,4,9,2500,740,1939,0,200.6792,4.727000000000004,2740,9300,1239.58
3169,2014-06-20,3,1.75,1780,8085,1.0,0,0,3,7,1210,570,1976,0,200.7357,4.802999999999997,1780,8085,482.0
3170,2014-06-20,4,2.75,3730,8014,2.0,0,0,3,10,3730,0,2012,0,200.6036,4.9410000000000025,3670,8279,930.0
3171,2014-06-20,3,1.5,1520,4288,1.0,0,0,3,7,1020,500,1949,0,200.5284,4.613,1660,4288,385.0
3172,2014-06-20,3,2.0,1510,7884,1.0,0,0,3,6,1510,0,1942,2014,200.4683,4.652000000000001,1050,7620,337.0
3173,2014-06-20,3,3.25,2660,4000,2.0,0,0,3,9,2170,490,2003,0,200.6186,4.712000000000003,2660,4000,920.0
3174,2014-06-20,2,1.0,1020,5130,1.0,0,0,4,6,1020,0,1948,0,200.301,4.774000000000001,1200,6497,180.0
3175,2014-06-20,4,2.75,3150,7035,2.0,0,0,3,9,3150,0,2004,0,200.5979,5.0260000000000105,3200,7035,805.0
3176,2014-06-20,4,1.0,1810,7500,1.0,0,0,2,7,1410,400,1959,0,200.4935,4.667000000000002,1250,6255,269.95
3177,2014-06-20,3,1.0,1430,10005,1.5,0,0,4,7,1430,0,1950,0,200.7181,4.662000000000006,1720,8822,405.0
3178,2014-06-20,3,3.25,1530,1565,2.0,0,0,3,8,1280,250,2005,0,200.6179,4.687999999999988,1530,1381,659.0
3179,2014-06-20,2,1.0,840,4239,1.0,0,0,3,7,840,0,1948,0,200.5319,4.617999999999995,1120,4494,330.0
3180,2014-06-20,3,2.5,2440,4800,2.0,0,0,3,10,2440,0,2014,0,200.5595,4.635000000000005,1180,5480,630.0
3181,2014-06-20,2,2.5,2770,7781,2.0,0,0,3,8,2770,0,2006,0,200.7072,4.982999999999991,1870,5984,759.8
3182,2014-06-20,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,200.5301,4.819999999999993,2620,11884,610.0
3183,2014-06-20,3,2.5,2540,5612,2.0,0,0,3,9,2540,0,1999,0,200.4965,4.842999999999988,2380,6303,430.0
3184,2014-06-20,3,1.0,1500,4000,1.0,0,0,3,6,900,600,1925,0,200.6921,4.6200000000000045,950,4000,400.0
3185,2014-06-20,4,2.25,2450,21000,1.0,0,2,4,8,1650,800,1954,0,200.4559,4.656000000000006,1820,12480,460.0
3186,2014-06-20,2,2.0,1680,5756,2.0,0,0,4,7,1680,0,1910,0,200.3065,4.7779999999999925,1340,5447,215.0
3187,2014-06-20,2,1.0,860,6600,1.0,0,0,5,6,860,0,1949,0,200.4878,4.676000000000002,1030,6732,205.0
3188,2014-06-20,1,1.0,800,16306,1.0,0,0,2,6,680,120,1931,0,200.4916,4.692000000000006,1270,8666,255.0
3189,2014-06-20,3,2.25,1750,1879,3.0,0,0,3,8,1750,0,2001,0,200.6722,4.608999999999996,1750,3155,530.0
3190,2014-06-20,3,1.0,1160,3750,1.5,0,0,3,7,1160,0,1910,0,200.5652,4.6410000000000045,1530,3750,395.0
3191,2014-06-20,5,4.0,3366,7800,2.5,0,2,3,8,2966,400,1937,0,200.6466,4.608999999999996,2340,6000,1305.0
3192,2014-06-20,3,1.5,1440,28516,1.0,0,0,4,7,1440,0,1975,0,200.5829,4.9950000000000045,2080,27049,461.0
3193,2014-06-20,4,2.0,2200,7700,1.0,0,0,3,7,1100,1100,1979,0,200.46400000000003,4.819999999999993,1790,7700,284.0
3194,2014-06-20,3,2.25,3230,17833,2.0,0,0,4,9,3230,0,1973,0,200.5683,4.812000000000012,3690,17162,2115.0
3195,2014-06-20,5,3.25,3840,4800,3.0,0,3,3,10,2750,1090,2008,0,200.5929,4.709999999999994,2060,4800,1467.5
3196,2014-06-20,5,2.75,2280,10319,1.0,0,0,3,8,1300,980,1959,0,200.7566,4.6370000000000005,2370,8056,425.0
3197,2014-06-20,4,3.0,3740,30884,2.0,0,0,3,9,3060,680,1988,0,200.7505,4.882999999999996,3240,37031,874.0
3198,2014-06-20,6,4.25,6900,244716,2.0,0,0,4,9,4820,2080,2002,0,200.7506,4.988,4170,266587,1140.0
3199,2014-06-20,2,1.0,1040,3600,1.0,0,0,4,7,1040,0,1919,1980,200.61900000000003,4.688999999999994,2250,4800,605.0
3200,2014-06-20,4,2.0,3140,10437,1.0,0,0,4,8,2040,1100,1959,0,200.5786,4.771000000000001,2010,10437,930.0
3201,2014-06-20,4,3.25,3030,9273,2.0,0,0,5,8,3030,0,1988,0,200.5747,4.986000000000004,2360,7632,665.0
3202,2014-06-20,5,2.5,2200,4080,1.5,0,0,5,7,1420,780,1916,0,200.6872,4.650000000000006,1300,4080,552.0
3203,2014-06-20,4,2.5,2550,4770,2.0,0,0,3,8,2550,0,2005,0,200.3526,5.0,2380,4590,376.0
3204,2014-06-20,3,2.25,2140,3000,2.0,0,0,3,9,2140,0,1905,2006,200.6767,4.649000000000001,1430,4712,785.0
3205,2014-06-20,4,1.0,1360,6000,1.5,0,0,3,7,1360,0,1917,0,200.6854,4.712000000000003,1710,6000,516.5
3206,2014-06-20,6,4.5,5480,10800,2.0,0,3,4,9,4430,1050,1999,0,200.6307,4.632999999999996,2970,7200,2405.0
3207,2014-06-20,7,5.5,6630,13782,2.0,0,0,3,10,4930,1700,2004,0,200.5399,4.882000000000005,4470,8639,1245.0
3208,2014-06-20,4,1.75,2050,10920,1.0,0,3,3,8,1450,600,1974,0,200.7431,4.713999999999999,2440,10920,795.0
3209,2014-06-20,6,1.75,2380,4080,2.0,0,0,3,8,2380,0,1917,0,200.6629,4.674999999999997,2030,4080,730.0
3210,2014-06-20,3,2.0,1430,3480,1.0,0,0,3,7,980,450,1947,0,200.6874,4.6640000000000015,1450,4650,455.0
3211,2014-06-20,2,1.75,1760,4400,1.0,0,0,4,7,880,880,1930,0,200.65,4.659999999999997,1330,4180,645.0
3212,2014-06-20,5,2.25,2780,10192,2.0,0,0,4,9,2780,0,1978,0,200.6134,4.847999999999999,2740,9900,835.0
3213,2014-06-21,3,2.5,2200,20000,1.0,0,1,3,7,1400,800,1952,0,200.5809,4.8089999999999975,3050,11775,1105.0
3214,2014-06-21,3,1.75,2610,5544,1.5,0,0,3,8,1680,930,1934,0,200.68400000000003,4.623999999999995,1330,5074,755.0
3215,2014-06-21,2,1.0,1230,1820,2.0,0,0,4,7,830,400,1948,0,200.6684,4.5989999999999895,1660,3056,380.0
3216,2014-06-21,4,2.25,2330,8994,2.0,0,0,3,8,2330,0,1986,0,200.7264,4.896000000000001,2330,8396,644.5
3217,2014-06-21,4,1.5,1550,9176,1.0,0,0,3,7,1000,550,1956,0,200.6005,4.871000000000009,1730,8539,423.0
3218,2014-06-21,4,1.75,1780,2788,1.0,0,0,4,6,890,890,1943,0,200.6511,4.599999999999994,1760,5664,447.9
3219,2014-06-21,3,2.5,3290,6830,2.0,0,0,3,10,3290,0,2000,0,200.6702,4.857999999999991,3200,6227,935.0
3220,2014-06-21,4,2.0,2160,6300,1.5,0,1,4,8,2160,0,1928,0,200.5662,4.5960000000000045,1980,5152,854.0
3221,2014-06-22,4,3.5,3530,14406,2.0,0,1,3,10,2570,960,1987,0,200.7073,4.756,3170,15181,879.15
3222,2014-06-22,4,2.5,2380,13550,2.0,0,0,3,7,2380,0,1999,0,200.4486,4.712000000000003,1230,9450,335.0
3223,2014-06-22,4,2.5,2040,8400,1.0,0,0,3,8,1420,620,1963,0,200.5512,4.829999999999998,2540,8925,505.0
3224,2014-06-22,4,2.5,2580,6260,2.0,0,0,3,7,2580,0,2004,0,200.4858,4.814999999999999,2160,3600,379.0
3225,2014-06-22,4,2.5,2370,10083,2.0,0,0,5,8,2370,0,1966,0,200.6715,4.834000000000003,2370,10133,692.0
3226,2014-06-22,3,2.5,2050,40003,1.0,0,0,4,8,1570,480,1977,0,200.47,5.0,2700,46769,444.5
3227,2014-06-22,4,2.5,2130,7300,1.0,0,0,4,7,1230,900,1963,0,200.605,4.832999999999998,2130,7560,737.6
3228,2014-06-22,2,2.25,1490,6770,1.5,0,0,3,8,1490,0,1926,0,200.5577,4.702999999999988,1820,7875,485.0
3229,2014-06-22,2,1.75,1330,6000,1.0,0,0,4,7,960,370,1914,1945,200.6539,4.603999999999999,1620,6000,570.0
3230,2014-06-22,3,1.75,2870,5000,1.5,0,0,4,8,1840,1030,1907,0,200.5788,4.707999999999998,2200,5000,807.0
3231,2014-06-22,4,2.5,2090,6023,2.0,0,0,3,8,2090,0,1990,0,200.5713,5.002999999999986,2090,6023,550.0
3232,2014-06-22,4,2.5,2810,10613,2.0,0,0,3,9,2810,0,1989,0,200.5424,4.858999999999996,2800,9933,815.0
3233,2014-06-23,2,2.0,1610,17600,2.0,0,0,3,6,1610,0,1930,1983,200.4855,4.733999999999996,1310,12950,295.9
3234,2014-06-23,3,1.75,1580,8820,1.0,0,0,4,7,1580,0,1967,0,200.317,4.674999999999997,1280,8500,230.0
3235,2014-06-23,3,2.5,2430,15264,2.0,0,0,3,8,2430,0,1997,0,200.3805,4.792000000000002,2260,10416,367.3
3236,2014-06-23,4,1.75,2120,7420,1.0,0,0,4,7,1060,1060,1956,0,200.6019,4.8700000000000045,1540,7420,458.0
3237,2014-06-23,3,1.75,1760,7482,1.0,0,0,4,8,1760,0,1966,0,200.3129,4.631,2000,7500,269.0
3238,2014-06-23,4,2.5,1870,7471,2.0,0,0,3,8,1870,0,1990,0,200.4314,4.7960000000000065,2020,8912,380.0
3239,2014-06-23,6,3.0,2180,7956,2.0,0,0,3,7,2180,0,1980,0,200.3054,4.694999999999993,2214,7684,240.0
3240,2014-06-23,2,1.5,950,4625,1.0,0,0,4,7,950,0,1949,0,200.6912,4.659999999999997,1440,4625,435.0
3241,2014-06-23,3,2.5,2242,4995,2.0,0,0,3,8,2242,0,2011,0,200.2595,4.7979999999999885,1798,4942,334.9
3242,2014-06-23,3,2.25,1780,7280,1.0,0,2,3,7,1340,440,1972,0,200.723,4.784999999999997,2060,7280,454.5
3243,2014-06-23,4,3.75,3520,3944,1.5,0,0,5,8,2200,1320,1913,0,200.6424,4.652000000000001,2310,4725,1225.0
3244,2014-06-23,3,1.75,1840,8086,1.0,0,0,4,8,1840,0,1964,0,200.67,4.844999999999999,1840,8060,555.0
3245,2014-06-23,3,2.75,1100,750,2.0,0,0,3,7,780,320,2008,0,200.5601,4.6370000000000005,1170,4800,291.0
3246,2014-06-23,5,3.25,2910,5027,2.0,0,0,3,8,2040,870,2013,0,200.5543,4.6410000000000045,2910,5027,520.0
3247,2014-06-23,4,2.5,2500,206474,1.0,0,0,3,10,2500,0,1997,0,200.6778,5.006,3680,208652,811.0
3248,2014-06-23,4,2.5,2000,6107,2.0,0,0,3,8,2000,0,2003,0,200.7557,4.778999999999996,2040,6520,464.95
3249,2014-06-23,3,1.75,1390,18200,1.0,0,0,4,7,1390,0,1962,0,200.3208,4.662999999999997,1810,9675,266.35
3250,2014-06-23,4,2.5,1840,5550,2.0,0,0,3,8,1840,0,2004,0,200.3937,4.817000000000006,2030,5500,305.0
3251,2014-06-23,4,2.5,2520,7253,2.0,0,0,3,9,2520,0,1990,0,200.5148,4.841000000000008,2570,8359,447.0
3252,2014-06-23,3,2.25,2110,11319,2.0,0,0,4,8,2110,0,1978,0,200.742,4.894999999999996,1860,11319,484.0
3253,2014-06-23,4,2.5,1830,7345,1.0,0,0,4,8,1540,290,1973,0,200.7741,4.6270000000000095,1990,7700,499.0
3254,2014-06-23,4,3.5,4230,20377,2.0,0,0,3,11,4230,0,1997,0,200.5954,4.793999999999997,3980,20489,2080.0
3255,2014-06-23,3,1.0,1150,5100,2.0,0,0,3,8,1150,0,1911,2005,200.5349,4.6160000000000005,1440,5100,505.0
3256,2014-06-23,4,2.5,2300,7989,2.0,0,0,3,9,2300,0,1990,0,200.6273,4.966000000000008,2280,8835,565.0
3257,2014-06-23,4,3.0,3520,4895,1.0,0,0,3,8,1980,1540,1954,0,200.6678,4.638999999999996,1570,2153,805.0
3258,2014-06-23,3,2.25,1630,3817,2.0,0,0,3,7,1630,0,2005,0,200.5485,5.001000000000005,1630,3348,502.0
3259,2014-06-23,2,1.0,1180,6552,1.0,0,0,4,6,1180,0,1949,0,200.7477,4.657999999999987,1070,7200,280.0
3260,2014-06-23,4,3.5,3910,59863,2.0,0,0,4,10,2490,1420,1987,0,200.4846,4.932999999999994,2830,37674,785.0
3261,2014-06-23,3,2.5,2540,4775,2.0,0,0,3,7,2540,0,2006,0,200.3341,4.947999999999993,2270,5000,315.0
3262,2014-06-23,3,1.75,1560,5223,1.0,0,0,4,7,810,750,1940,0,200.7175,4.712000000000003,1440,8491,404.95
3263,2014-06-23,3,1.0,1080,6000,1.0,0,0,4,7,1080,0,1952,0,200.7579,4.670000000000002,1200,7210,280.0
3264,2014-06-23,4,2.5,2540,8400,2.0,0,0,5,7,2540,0,1977,0,200.3754,4.722999999999999,1600,8050,274.95
3265,2014-06-23,4,2.25,2270,5102,1.0,0,0,5,8,1340,930,1954,0,200.6528,4.592000000000013,1800,5102,740.0
3266,2014-06-23,4,3.5,2960,6000,2.0,0,0,3,9,2960,0,2014,0,200.5183,5.11399999999999,2960,6000,638.634
3267,2014-06-23,3,2.0,2420,38781,1.0,0,0,5,7,1210,1210,1949,0,200.4511,5.024000000000001,2650,88426,354.9
3268,2014-06-23,3,3.75,1950,8625,1.0,0,0,3,8,1360,590,1959,0,200.505,4.742000000000004,1950,6670,350.1
3269,2014-06-23,4,2.0,1940,25600,1.0,0,0,1,8,1940,0,1962,0,200.5722,4.871000000000009,2000,10071,370.0
3270,2014-06-23,3,3.25,1980,2850,3.0,0,0,3,7,1980,0,1987,0,200.6597,4.668999999999997,1630,4560,665.0
3271,2014-06-23,4,2.5,3160,13194,2.0,0,0,5,10,3160,0,1965,0,200.5472,4.767000000000009,3490,13194,1195.0
3272,2014-06-23,3,1.75,1840,7412,1.0,0,0,4,7,1240,600,1976,0,200.3933,4.812000000000012,1980,7350,274.5
3273,2014-06-23,2,1.75,2260,280962,2.0,0,2,3,9,1890,370,2005,0,200.6359,5.060000000000001,2860,219542,654.0
3274,2014-06-23,4,2.5,3420,30410,2.0,0,0,3,9,3420,0,1988,0,200.7745,4.912000000000006,2940,45916,730.0
3275,2014-06-23,3,1.5,1420,1192,2.0,0,0,3,8,1140,280,2008,0,200.5881,4.695999999999998,1340,1213,350.0
3276,2014-06-23,3,1.75,1600,10280,1.0,0,0,3,7,1050,550,1977,0,200.725,4.826000000000008,1590,8100,447.5
3277,2014-06-23,3,2.0,1200,5029,1.0,0,0,3,6,880,320,1937,0,200.6936,4.706000000000003,1510,5854,425.0
3278,2014-06-23,3,1.5,1090,9600,1.0,0,0,4,7,1090,0,1968,0,200.3639,4.8910000000000045,1240,9620,205.0
3279,2014-06-23,3,2.5,1900,3255,2.0,0,0,3,8,1900,0,1988,2000,200.6075,4.852999999999994,1880,3350,555.0
3280,2014-06-23,2,1.0,880,6413,1.0,0,0,3,7,880,0,1950,0,200.573,4.605000000000004,1360,6413,430.0
3281,2014-06-23,3,2.5,1640,1269,3.0,0,0,3,8,1640,0,2009,0,200.6197,4.700000000000003,1590,1231,584.0
3282,2014-06-23,3,2.0,1340,8505,1.0,0,0,3,6,1340,0,1931,0,200.4727,4.702999999999988,1370,9000,220.0
3283,2014-06-23,4,1.75,2110,7208,1.0,0,0,3,8,1170,940,1975,0,200.4464,4.871000000000009,1820,7208,329.0
3284,2014-06-23,4,1.75,1700,20283,1.5,0,0,3,7,1340,360,1965,0,200.7694,5.097000000000008,1680,21369,405.0
3285,2014-06-23,2,1.0,1080,3500,1.0,0,3,3,7,1080,0,1924,0,200.6667,4.643999999999991,1790,4000,530.0
3286,2014-06-23,3,1.0,1620,9450,1.5,0,0,3,7,1620,0,1928,0,200.5136,4.687000000000012,2070,11970,270.0
3287,2014-06-23,3,2.5,2150,8221,2.0,0,0,3,8,2150,0,1992,0,200.5085,4.849999999999994,2490,7951,475.0
3288,2014-06-23,3,2.25,1520,1245,3.0,0,0,3,8,1520,0,2004,0,200.6907,4.659999999999997,1520,1470,410.0
3289,2014-06-23,3,2.0,2950,12196,2.0,0,0,4,7,2310,640,1918,0,200.4702,4.635000000000005,2320,19844,500.0
3290,2014-06-23,3,2.5,2280,7417,2.0,0,0,3,8,2280,0,1998,0,200.3557,4.722000000000008,2370,6443,325.0
3291,2014-06-23,5,2.5,4470,35124,2.5,0,0,3,11,4470,0,1984,0,200.7377,4.915999999999997,4050,34118,836.5
3292,2014-06-23,4,2.5,2620,4469,2.0,0,0,3,7,2620,0,2008,0,200.3663,4.885000000000005,2250,4500,305.0
3293,2014-06-23,3,1.0,1140,4200,2.0,0,0,4,7,1140,0,1904,0,200.6012,4.7039999999999935,1510,4000,350.0
3294,2014-06-23,4,1.5,1720,6417,1.0,0,0,3,7,1720,0,1953,0,200.7268,4.688999999999994,1430,6240,365.0
3295,2014-06-23,6,2.75,2660,8400,1.0,0,0,5,8,1550,1110,1962,0,200.549,4.827000000000012,2280,8400,608.5
3296,2014-06-23,3,1.75,1560,7207,1.0,0,0,3,7,1250,310,1983,0,200.7283,4.7779999999999925,1540,7485,445.0
3297,2014-06-23,3,2.5,1660,6263,2.0,0,0,3,8,1660,0,2003,0,200.3507,4.858999999999996,2190,6192,290.0
3298,2014-06-23,3,2.5,2060,5750,1.0,0,0,3,7,1330,730,1976,0,200.5671,4.608999999999996,1920,5750,582.0
3299,2014-06-23,3,2.5,3310,5300,2.0,0,2,3,8,2440,870,2008,0,200.5178,4.611000000000004,2140,7500,675.0
3300,2014-06-23,4,1.5,1890,43560,1.0,0,0,4,8,1890,0,1974,0,200.3267,4.834000000000003,2376,5820,325.0
3301,2014-06-23,4,2.5,1540,1860,2.0,0,0,3,8,1540,0,2014,0,200.5521,5.001000000000005,1210,1090,496.234
3302,2014-06-23,3,2.5,1500,1375,2.0,0,0,3,9,1200,300,2014,0,200.6451,4.625,1680,1627,654.95
3303,2014-06-23,3,2.5,2110,4118,2.0,0,0,3,8,2110,0,1989,0,200.3878,4.847000000000008,2110,4044,350.95
3304,2014-06-23,4,2.0,1730,3884,1.0,0,0,5,7,1060,670,1924,0,200.6624,4.6510000000000105,1360,3563,574.0
3305,2014-06-23,3,2.75,2810,18731,2.0,1,4,4,10,2810,0,1974,0,200.6361,4.907000000000012,3120,14810,1705.0
3306,2014-06-23,3,1.0,1830,8004,1.0,0,0,3,8,1200,630,1960,0,200.7259,4.702999999999988,1860,7971,408.5
3307,2014-06-23,5,3.0,2300,8214,2.0,0,0,3,8,2300,0,2013,0,200.3052,4.7239999999999895,2594,4950,317.891
3308,2014-06-23,5,2.5,1740,8750,1.0,0,0,4,7,1740,0,1959,0,200.3904,4.701000000000008,1740,8750,204.95
3309,2014-06-23,3,2.25,1300,907,2.0,0,0,3,8,1000,300,2006,0,200.6371,4.6729999999999885,1300,1169,567.5
3310,2014-06-23,3,2.25,1470,2500,2.0,0,0,3,8,1080,390,1984,0,200.6762,4.6400000000000015,1640,4300,495.0
3311,2014-06-23,3,2.0,1310,6738,1.0,0,0,4,7,1310,0,1990,0,200.3694,4.917000000000002,1290,8067,254.9
3312,2014-06-23,1,1.0,720,5100,1.0,0,0,3,6,720,0,1907,0,200.6821,4.6200000000000045,1320,5100,340.0
3313,2014-06-23,3,1.0,1000,19204,1.0,0,0,3,7,1000,0,1968,2010,200.3167,4.918999999999997,2450,25927,254.0
3314,2014-06-23,2,1.0,970,4560,1.0,0,0,4,7,970,0,1907,0,200.6561,4.667999999999992,1500,4560,695.0
3315,2014-06-23,3,1.0,1200,13100,1.0,0,0,3,6,1200,0,1943,0,200.475,4.742000000000004,1960,11285,170.0
3316,2014-06-23,3,2.25,2380,11824,1.0,0,0,4,9,1450,930,1972,0,200.5371,4.782000000000012,2750,11491,805.0
3317,2014-06-23,3,1.75,2390,7149,1.0,0,0,3,8,1350,1040,1955,0,200.7244,4.673999999999992,1710,7402,401.5
3318,2014-06-23,3,2.0,1820,5000,1.5,0,0,4,8,1720,100,1941,0,200.5845,4.605000000000004,2220,7200,755.0
3319,2014-06-23,4,1.75,2160,4333,1.0,0,0,4,8,1260,900,1942,0,200.6893,4.612000000000009,1670,4426,455.0
3320,2014-06-23,3,1.75,1300,12731,1.0,0,0,3,8,1300,0,1981,0,200.6236,4.959999999999994,1700,13556,435.0
3321,2014-06-23,2,1.0,1010,3000,1.0,0,0,4,7,1010,0,1925,0,200.4965,5.215000000000003,1150,7000,285.0
3322,2014-06-23,5,2.0,2130,4180,1.5,0,0,5,7,1270,860,1926,0,200.575,4.612000000000009,1710,4180,620.0
3323,2014-06-23,3,1.75,1310,12750,1.0,0,0,3,7,1310,0,1993,0,200.4695,4.930000000000007,1790,13500,342.0
3324,2014-06-23,3,1.75,1880,12821,1.0,0,0,3,7,1880,0,1959,0,200.7681,4.694999999999993,1540,12868,394.8
3325,2014-06-23,5,2.5,3390,9760,1.0,0,0,5,8,1750,1640,1978,0,200.4462,4.863,2360,9600,465.0
3326,2014-06-23,4,2.5,2300,6158,2.0,0,0,3,9,2300,0,1999,0,200.6943,4.701000000000008,2170,6434,780.0
3327,2014-06-23,3,2.25,1650,2958,2.0,0,0,3,7,1650,0,1985,0,200.3916,4.832999999999998,1510,3788,238.5
3328,2014-06-23,3,1.0,1170,11100,1.0,0,0,4,6,1170,0,1968,0,200.4954,4.8359999999999985,2080,8481,240.0
3329,2014-06-23,3,4.5,5230,17826,2.0,1,4,3,10,3740,1490,2005,0,200.5348,4.757000000000005,3670,17826,3405.0
3330,2014-06-23,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,200.5009,4.7520000000000095,1190,6780,210.425
3331,2014-06-23,3,1.5,1270,2356,2.0,0,0,3,7,1270,0,2012,0,200.5671,4.702000000000012,1490,2175,165.797
3332,2014-06-23,3,1.0,1030,9834,1.0,0,0,3,7,1030,0,1969,0,200.7676,4.8359999999999985,1210,9875,331.0
3333,2014-06-23,2,1.0,860,2599,1.0,0,0,4,6,860,0,1901,0,200.675,4.621000000000009,1300,3900,410.0
3334,2014-06-23,7,3.0,2800,9569,1.0,0,2,3,7,1400,1400,1963,0,200.5102,4.817000000000006,2150,7333,355.0
